TITLE,USER RATING,GENRES,CAST
The Flash,68.0,"['Action', 'Adventure', 'Science Fiction']","['Ezra Miller', 'Sasha Calle', 'Michael Keaton', 'Michael Shannon', 'Ron Livingston', 'Maribel Verdú', 'Kiersey Clemons', 'Antje Traue', 'Saoirse-Monica Jackson', 'Rudy Mancuso', 'Ed Wade', 'Jeremy Irons', 'Temuera Morrison', 'Sanjeev Bhaskar', 'Sean Rogers', 'Kieran Hodgson', 'Luke Brandon Field', 'Ian Loh', 'Karl Collins', 'Nikolaj Coster-Waldau', 'Poppy Shepherd', 'Nina Barker-Francis', 'Ava Hamada', 'Maurice Chung', 'Florence Wright', 'Bastian Antonio Fuentes', 'Andoni Gracia', 'Alex Hank', 'Miki Muschietti', 'Rebecca Hiller', 'Rob Hunt', 'Jonny Stockwell', 'Michael Byrch', 'Bret Jones', 'Sue Maund', 'Alex Batareanu', 'Andrei Nova', 'Gabriel Constantin', 'Oleg Mirochnikov', 'Katia Elizarova', 'Denis Khoroshko', 'Zsuzsa Magyar', 'Michael Lerman', 'Rosie Ede', 'Andy Muschietti', 'Ellie Rawnsley', 'Greg Lockett', 'Chelsea Leigh Macleod', 'Leslie Soo', 'Freya Evans', 'Sue Moore', 'Lynn Farleigh', 'Martin Pemberton', 'Sarah Lawn', 'David Calvitto', 'Ben Affleck', 'Gal Gadot', 'George Clooney', 'Jason Momoa']"
Avengers: Infinity War,82.52000000000001,"['Adventure', 'Action', 'Science Fiction']","['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Benedict Cumberbatch', 'Tom Holland', 'Chadwick Boseman', 'Don Cheadle', 'Zoe Saldaña', 'Karen Gillan', 'Elizabeth Olsen', 'Paul Bettany', 'Anthony Mackie', 'Sebastian Stan', 'Tom Hiddleston', 'Idris Elba', 'Danai Gurira', 'Peter Dinklage', 'Benedict Wong', 'Pom Klementieff', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper', 'Gwyneth Paltrow', 'Benicio del Toro', 'Josh Brolin', 'Chris Pratt', 'Sean Gunn', 'William Hurt', 'Letitia Wright', 'Terry Notary', 'Tom Vaughan-Lawlor', 'Carrie Coon', 'Michael James Shaw', 'Stan Lee', 'Winston Duke', 'Florence Kasumba', 'Kerry Condon', 'Monique Ganderton', 'Jacob Batalon', 'Tiffany Espensen', 'Isabella Amara', 'Ethan Dizon', 'Ariana Greenblatt', 'Ameenah Kaplan', 'Ross Marquand', 'Michael Anthony Rogers', 'Stephen McFeely', 'Aaron Lazar', 'Robert Pralgo', 'Olaniyan Thurmon', 'Blair Jasin', 'Matthew Zuk', 'Laura Miller', 'Kenneth Branagh', 'Samuel L. Jackson', 'Cobie Smulders', 'Harrison Osterfield', 'Gary Peebles', 'Marija Abney', 'Zola Williams', 'Marie Mouroum', 'James Siderits', 'Precious Jenkins', 'Bobby James']"
The Grinch,68.32,"['Animation', 'Family', 'Comedy', 'Fantasy']","['Benedict Cumberbatch', 'Rashida Jones', 'Kenan Thompson', 'Cameron Seely', 'Angela Lansbury', 'Pharrell Williams', 'Ramone Hamilton', 'Sam Lavagnino', 'Scarlett Estevez', 'Michael Beattie', 'Scott Mosier', 'Lori Alan', 'Carter Hastings', 'Carlos Alazraqui', 'John Kassir', 'Cathy Cavadini', 'Danny Mann', 'Meilee Condron', 'Frank Welker', ""Tristan O'Hare"", 'Doug Burch', 'Tucker Chandler', 'Townsend Coleman', 'Abby Craden', 'Brian T. Delaney', 'John DeMita', 'Bill Farmer', 'Aaron Fors', 'Willow Geer', 'Jess Harnell', 'Evan Kishiyama', 'Barbara Harris', 'Jeremy Maxwell', 'Laraine Newman', 'Dashiell Priestley', 'Alex Puccinelli', 'Emma Elizabeth Shannon', 'Joel Swetow', 'Mindy Sterling', 'Tara Strong', 'Regina Taufen', 'Jim Ward']"
Guardians of the Galaxy Vol. 3,80.0,"['Science Fiction', 'Adventure', 'Action']","['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff', 'Vin Diesel', 'Bradley Cooper', 'Sean Gunn', 'Chukwudi Iwuji', 'Will Poulter', 'Maria Bakalova', 'Elizabeth Debicki', 'Sylvester Stallone', 'Austin Freeman', 'Stephen Blackehart', 'Terence Rosemore', 'Sarah Alami', 'Jasmine Munoz', 'Giovannie Cruz', 'Nico Santos', 'Miriam Shor', 'Noa Raskin', 'Linda Cardellini', 'Asim Chaudhry', 'Mikaela Hoover', 'Judy Greer', 'Reinaldo Faberlle', 'Tara Strong', 'Jared Leland Gore', 'Michael Rosenbaum', 'Elan Gale', 'Molly C. Quinn', 'Gerardo Davila', 'Dee Bradley Baker', 'Hanna Pak', 'Jennifer Holland', 'Nathan Fillion', 'Kyle Mclean', 'Benjamin Byron Davis', 'Tiffany Smith', 'Joe Daru', 'Daniela Melchior', 'Jonathan Mercedes', 'Jonathan Fritschi', 'Diego Ward', 'Max Bickelhaup', 'Brandon Morales', 'Renae Moneymaker', 'Alexis Hadesty', 'Tara Warren', 'Candi VandiZandi', 'Grecia Balboa', 'Caleb Spillyards', 'Darla Delgado', 'Michelle Civile', 'Ken Lyle', 'Elodie Clarke', 'John William Wright', 'Autumn Griffin', 'Skylar Huntley', 'Randy Havens', 'Dane DiLiegro', 'Kai Zen', 'Sarah Anne', 'Yael Ocasio', 'Adelynn Spoon', 'Henry Heffernan', 'Brooklyn Skye Oliver', 'Scarlett Blum', 'Alejandro Estevon Angel', 'Emery Grilliot', 'Amelia Waters', 'Lloyd Kaufman', 'Seth Green', 'Christopher Fairbank', 'Rhett Miller', 'Natalia Safran', 'Murphy Weed', 'Michael Rooker', 'James Gunn', 'Pete Davidson', 'Jessica Fontaine', 'Karen Abercrombie', 'Gregg Henry', 'Adriana Leonard', 'Bonnie Discepolo', 'Clare Grant', 'Grace Gunn', 'Will Gunn']"
Puss in Boots: The Last Wish,82.63,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Action']","['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey Guillén', 'Wagner Moura', 'Florence Pugh', 'Olivia Colman', 'Ray Winstone', 'Samson Kayo', 'John Mulaney', ""Da'Vine Joy Randolph"", 'Anthony Mendez', 'Kevin McCann', 'Bernardo de Paula', 'Betsy Sodaro', 'Artemis Pebdani', 'Conrad Vernon', 'Cody Cameron', 'Kailey Crawford', 'Al Rodrigo', 'Bob Persichetti', 'Miguel Matrai', 'Pilar Uribe', 'Heidi Gardner', 'Joel Crawford', 'Januel Mercado', 'James Ryan', 'Natalia Cronembold', 'Paul Fisher', 'Aydrea Walden']"
After Everything,70.19,"['Romance', 'Drama']","['Hero Fiennes Tiffin', 'Josephine Langford', 'Mimi Keene', 'Stephen Moyer', 'Louise Lombard', 'Arielle Kebbel', 'Carter Jenkins', 'Kiana Madeira', 'Rob Estes', 'Frances Turner', 'Dylan Sprouse', 'Benjamin Mascolo', 'Rosa Escoda', 'Ella Martine', 'Jessica Webber', 'Cora Kirk', 'Harrison Osterfield', 'Niyi Akin', 'Laura Dutra', 'Chance Perdomo', 'Anton Kottas', 'Iñigo Navarro', 'Paul S. Tracey', 'Marianne Bittencourt', 'José Mora Ramos', 'Rodrigo Soares', 'Carmen Santos', 'Ana Ivanova', 'Victoria Paige Watkins', 'Rita Forte', 'Stephanie Morfreita', 'Beatriz Ferraz', 'José Roquete', 'Stef Claro', 'Marcelo Fortuna']"
The End of Sex,60.0,"['Comedy', 'Romance', 'Drama']","['Emily Hampshire', 'Jonas Chernick', 'Gray Powell', 'Lily Gao', 'Melanie Scrofano', 'Eden Cupid', 'Emily Watt', 'Maya Misaljevic', 'Kimberly-Sue Murray', 'Samantha Espie', 'Frances Townend', 'R Austin Ball', 'Daniel Falk', 'Donald Tripe', 'Danijel Mandic', 'Milton Barnes', 'Pedro Miguel Arce', 'Brad Austin', 'Ken Pak', 'Sydney Owchar', 'Steven McCarthy', 'Piret Jõgeda', 'Colin Mochrie', 'Rachel Beauregard', 'Drew Catherine', 'Maher El Hares', 'David Thorne']"
Uri: The Surgical Strike,71.73,"['Action', 'Drama', 'War']","['Vicky Kaushal', 'Paresh Rawal', 'Yami Gautam', 'Kirti Kulhari', 'Mohit Raina', 'Dhairya Karwa', 'Rajit Kapoor', 'Ivan Rodrigues', 'Manasi Parekh', 'Swaroop Sampat', 'Shishir Sharma', 'Satyajit Sharma', 'Raj Babbar', 'Manish Chaudhary', 'Abrar Zahoor', 'Rakesh Bedi', 'Ujjwal Chopra', 'Riva Arora', 'Yogesh Soman', 'Akashdeep Arora', 'Adarsh Gautam', 'Manish Sharma', 'Aritro Rudraneil Banerjee', 'Navtej Hundal', 'Rukhsar Rehman', 'Ajit Shidhaye', 'Vitor Campos Miguel Neves']"
Muzzle,66.57,"['Action', 'Crime', 'Drama', 'Thriller']","['Aaron Eckhart', 'Stephen Lang', 'Diego Tinoco', 'Leslie Black', 'Penelope Mitchell', 'Nick Searcy', 'Grainger Hines', 'Luis Chávez', 'Delissa Reynolds', 'George Avgoustis', 'Danielle Munday', 'Leon Walker', 'Gonzalo Robles', 'David Pittinger', 'Joseph Sanchez', 'Victor Keye', 'Nicole Cornelius']"
The Little Mermaid,64.85000000000001,"['Adventure', 'Family', 'Fantasy', 'Romance']","['Halle Bailey', 'Jonah Hauer-King', 'Daveed Diggs', 'Awkwafina', 'Jacob Tremblay', 'Noma Dumezweni', 'Javier Bardem', 'Melissa McCarthy', 'Art Malik', 'Jessica Alexander', 'Emily Coates', 'Jude Akuwudike', 'Russell Balogh', 'Adrian Christopher', 'Simone Ashley', 'Martina Laird', 'John Dagleish', 'Sienna King', 'Karolina Conchet', 'Craig Stein', 'Lorena Andrea', 'Kajsa Mohammar', 'Nathalie Sorrell', 'Jodi Benson', 'Christopher Fairbank', 'Matthew Carver', 'Julz West', 'Shay Barclay', 'Arina Li', 'Leon Cooke', 'Tarik Frimpong', 'Chris George', 'Yasmin Harrison', 'Erica Stubbs', 'Kate Thompson', 'Jonathan Bishop', 'Aaron Bryan', 'Sophie Carmen-Jones', 'Jon-Scott Clark', 'Cameron Valentina', 'Austyn Farrell', 'Cecil Jee', 'Ben Hukin', 'Andrew Lyle-Pinnock', 'Chanel Mian', 'Ebony Molina', 'Ian Oswald', 'Oliver Ravelin', 'Charles Ruhrmund', 'Nicole Valverde', 'Craig Stein', 'Sasha Watson Lobo', 'Johnny White', 'Charlotte Wilmott', 'Bobby Windebank']"
